phase,url,html_bytes,css_bytes,js_bytes,image_bytes,font_bytes,estimated_page_bytes,local_request_count,lcp_ms,cls,inp_ms,ttfb_ms,source,notes
after,https://robertdevore.com/contact/,10066,163838,20135,118056,273860,585955,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,330.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/creating-my-own-cipher-code/,17055,163838,20135,118056,273860,592944,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,282.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/customer-loyalty-for-woocommerce-v2/,18300,163838,20135,927926,273860,1404059,17,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,341.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/db-version-control-wordpress-plugin/,26890,163838,20135,259660,273860,744383,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,326.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/december-2024-a-retrospective/,30889,163838,20135,16173734,273860,16662456,18,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,396.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/delivery-drivers-for-woocommerce/,18218,163838,20135,266798,273860,742849,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,379.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/devio-digital/,16343,163838,20135,127232,273860,601408,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,356.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/dispensary-wordpress-plugins-2017/,18880,163838,20135,301720,273860,778433,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,338.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/do-less-deliver-more/,20019,163838,20135,1256620,273860,1734472,17,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,302.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,15298,163838,20135,150630,273860,623761,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,288.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/dont-shoot-the-messenger-choose-courage-over-convenience/,18843,163838,20135,1079868,273860,1556544,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,199.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/extreme-programming-for-extreme-leaders/,17411,163838,20135,1051706,273860,1526950,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,214.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/focus/,15746,163838,20135,153700,273860,627279,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,214.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/forever-forward/,23621,163838,20135,132398,273860,613852,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,228.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/going-all-in-one-year-later/,19609,163838,20135,751878,273860,1229320,13,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,213.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/going-all-in-with-wp-dispensary/,14979,163838,20135,118056,273860,590868,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,200.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/goodbye-wordpress-a-eulogy/,19768,163838,20135,118056,273860,595657,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,191.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/grateful-to-see-21-of-my-wordpress-plugins-live-on-at-webdevstudios/,15789,163838,20135,132398,273860,606020,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,239.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/hello-2017/,11829,163838,20135,153700,273860,623362,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,239.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/hello-plugin-pal-your-ai-powered-plugin-generator-for-wordpress/,19025,163838,20135,1986754,273860,2463612,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,193.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/honoring-jesse-petersen-with-the-revival-of-stealth-login-page/,16528,163838,20135,804848,273860,1279209,13,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,234.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/host-your-wordpress-plugins-on-github-and-automate-plugin-packaging/,17317,163838,20135,1745466,273860,2220616,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,363.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/how-a-security-audit-can-save-your-e-commerce-store-from-disaster/,18695,163838,20135,376858,273860,853386,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,349.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/how-hungry-are-you/,14906,163838,20135,4478832,273860,4951571,13,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,377.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/how-i-use-textexpander-to-reuse-my-best-ai-prompts/,17873,163838,20135,416486,273860,892192,13,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,283.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/how-to-block-website-tracking-data-in-woocommerce/,16932,163838,20135,18739140,273860,19213905,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,324.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/how-to-build-a-content-engine-that-scales-with-you/,18175,163838,20135,970802,273860,1446810,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,311.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/how-to-build-modular-prompts-that-save-you-hours-per-week/,18863,163838,20135,821388,273860,1298084,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,278.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/how-to-customize-the-style-of-your-wordpress-login-screen/,17270,163838,20135,3005640,273860,3480743,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,205.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/how-to-edit-ai-content-so-it-feels-clean-not-robotic/,16565,163838,20135,854514,273860,1328912,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,256.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/how-to-stop-your-plugins-themes-from-being-used-on-wordpress-com-hosting/,17157,163838,20135,1487904,273860,1962894,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,378.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/how-to-teach-ai-to-match-your-voice/,16799,163838,20135,820924,273860,1295556,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,377.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/how-to-use-ai-to-research-validate-ideas-and-stay-relevant/,19971,163838,20135,592418,273860,1070222,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,349.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/how-to-write-prompts-that-get-the-tone-structure-and-intent-right/,19270,163838,20135,812620,273860,1289723,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,331.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/hue-js/,16365,163838,20135,631408,273860,1105606,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,448.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/i-built-a-python-stego-cipher-tool-and-you-can-have-it/,15885,163838,20135,132398,273860,606116,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,418.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/i-just-launched-a-python-course-for-php-developers/,23792,163838,20135,118056,273860,599681,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,484.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/im-freelancing-again/,18011,163838,20135,1518020,273860,1993864,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,267.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/improve-cls-scores-by-dynamically-setting-image-width-and-height/,17617,163838,20135,5749148,273860,6224598,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,253.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/intellipress-the-smart-af-ai-assistant-for-wordpress/,16346,163838,20135,4890044,273860,5364223,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,238.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-an-experimental-new-plugin-email-designer-for-woocommerce/,17522,163838,20135,818068,273860,1293423,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,295.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-associated-taxonomies-for-wordpress/,15616,163838,20135,1333570,273860,1807019,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,270.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-automattic-css-an-open-source-css-utility-framework/,17360,163838,20135,298764,273860,773957,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,196.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-back-in-stock-notifications-for-woocommerce/,19371,163838,20135,4439098,273860,4916302,17,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,268.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-barcodes-for-woocommerce-free/,18722,163838,20135,604916,273860,1081471,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,232.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-benchpress/,15343,163838,20135,429772,273860,902948,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,203.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-block-ai-crawlers-for-wordpress/,16064,163838,20135,2000454,273860,2474351,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,279.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-bluesky-feed-for-wordpress/,16222,163838,20135,482138,273860,956193,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,264.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-brands-for-woocommerce-free/,17366,163838,20135,512816,273860,988015,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,339.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-broken-image-scanner/,16555,163838,20135,2468062,273860,2942450,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,323.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-bulk-stock-management-for-woocommerce-free/,16370,163838,20135,992334,273860,1466537,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,309.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-content-restriction-for-wordpress/,16541,163838,20135,1158276,273860,1632650,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,299.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-delete-inactive-users/,14830,163838,20135,1466976,273860,1939639,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,328.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-digg-this-a-social-sharing-plugin-for-wordpress/,15490,163838,20135,337878,273860,811201,13,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,297.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-dispensary-details-for-woocommerce/,16962,163838,20135,2078532,273860,2553327,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,243.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-gallery-modals-enhance-your-wordpress-galleries-with-stunning-popups/,16970,163838,20135,756808,273860,1231611,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,225.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-gift-cards-for-woocommerce-free/,21981,163838,20135,3001414,273860,3481228,21,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,305.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-hpos-compatibility-scanner-for-woocommerce-free/,15713,163838,20135,836004,273860,1309550,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,410.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-img-a11y/,14513,163838,20135,758676,273860,1231022,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,287.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-intellipress-the-smart-ai-assistant-for-wordpress/,17563,163838,20135,163566,273860,638962,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,245.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-maintenance-mode-for-wordpress/,18379,163838,20135,1730728,273860,2206940,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,333.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-markdown-comments-for-wordpress/,14913,163838,20135,258388,273860,731134,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,392.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-markdown-exporter-for-wordpress/,19274,163838,20135,6260162,273860,6737269,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,301.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-media-copyright-scanner/,16084,163838,20135,746016,273860,1219933,13,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,357.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-media-file-versioning-for-wordpress/,16460,163838,20135,1058334,273860,1532627,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,310.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-metadata-import-export-for-yoast-seo/,17025,163838,20135,1085056,273860,1559914,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,309.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-module-usage-tracker-for-wp-bakery/,15175,163838,20135,282034,273860,755042,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,324.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-pattern-pal-ai-powered-patterns-for-wordpress/,16014,163838,20135,832204,273860,1306051,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,219.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-persistent-dismissible-notices/,15966,163838,20135,1364560,273860,1838359,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,273.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work/,19721,163838,20135,3507892,273860,3985446,18,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,274.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-purchase-orders-for-woocommerce-free/,17020,163838,20135,963386,273860,1438239,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,211.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-seo-for-wordpress/,18579,163838,20135,1976360,273860,2452772,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,255.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
